0.00012288	0.099231753
0.019603788	0.099281704
0.03983696	0.095872045
0.060043158	0.089000779
0.080267338	0.084437251
0.100083918	0.077564986
0.120302104	0.072232212
0.140127675	0.066513816
0.160348858	0.061565666
0.180159444	0.053924154
0.199979021	0.047436512
0.220200204	0.042488361
0.240790026	0.034848848
0.262186058	0.030672941
0.282023617	0.026493037
0.3022448	0.021544886
0.322094348	0.018903475
0.342312534	0.013570701
0.362162081	0.010929289
0.38239825	0.007904254
0.402235809	0.00372435
0.422094348	0.002236808
0.442348498	0.001519511
